league,date,side,position,teamname,adversa_team,gamelength,result,kills,deaths,assists,firstblood,firstdragon,firsttower,totalKills,totalDragons,totalBarons,totalTowers,totalInhibitors
EBL,2025-05-08,Blue,team,Mental Over Tempo,Crvena zvezda Esports,36.03,0,7,24,8,1.0,0.0,1.0,31,6.0,2.0,15.0,3.0
EBL,2025-05-08,Red,team,Crvena zvezda Esports,Mental Over Tempo,36.03,1,23,7,49,0.0,1.0,0.0,30,6.0,2.0,15.0,3.0
TCL,2025-05-08,Blue,team,Beşiktaş Esports,Bushido Wildcats,29.83,1,18,8,56,0.0,1.0,1.0,26,4.0,1.0,11.0,3.0
TCL,2025-05-08,Red,team,Bushido Wildcats,Beşiktaş Esports,29.83,0,8,18,22,1.0,0.0,0.0,26,4.0,1.0,11.0,3.0
ROL,2025-05-08,Blue,team,Senshi eSports,mCon esports,35.18,0,11,20,29,1.0,0.0,1.0,31,5.0,2.0,17.0,5.0
ROL,2025-05-08,Red,team,mCon esports,Senshi eSports,35.18,1,20,11,53,0.0,1.0,0.0,31,5.0,2.0,17.0,5.0
LFL,2025-05-08,Blue,team,Vitality.Bee,Solary,32.12,1,19,6,43,1.0,0.0,1.0,25,4.0,1.0,8.0,1.0
LFL,2025-05-08,Red,team,Solary,Vitality.Bee,32.12,0,6,19,12,0.0,1.0,0.0,25,4.0,1.0,8.0,1.0
AL,2025-05-08,Blue,team,Anubis Gaming,One More Esports,45.73,1,42,35,103,1.0,1.0,0.0,77,6.0,4.0,20.0,5.0
AL,2025-05-08,Red,team,One More Esports,Anubis Gaming,45.73,0,35,42,67,0.0,0.0,1.0,77,6.0,4.0,20.0,5.0
RL,2025-05-08,Blue,team,MY STAR,Zero Tenacity,22.3,0,5,28,5,1.0,1.0,0.0,33,1.0,0.0,11.0,3.0
RL,2025-05-08,Red,team,Zero Tenacity,MY STAR,22.3,1,28,6,43,0.0,0.0,1.0,34,1.0,0.0,11.0,3.0
HM,2025-05-08,Blue,team,GLORE,Dynamo Eclot,36.18,0,19,29,41,1.0,0.0,0.0,48,5.0,2.0,16.0,4.0
HM,2025-05-08,Red,team,Dynamo Eclot,GLORE,36.18,1,29,19,71,0.0,1.0,1.0,48,5.0,2.0,16.0,4.0
LVP SL,2025-05-08,Blue,team,Barça eSports,Movistar KOI Fénix,40.27,1,25,18,72,0.0,0.0,0.0,43,5.0,1.0,15.0,5.0
LVP SL,2025-05-08,Red,team,Movistar KOI Fénix,Barça eSports,40.27,0,18,25,40,1.0,1.0,1.0,43,5.0,1.0,15.0,5.0
EBL,2025-05-08,Blue,team,Mental Over Tempo,Crvena zvezda Esports,28.88,0,8,28,16,0.0,1.0,0.0,36,4.0,1.0,10.0,2.0
EBL,2025-05-08,Red,team,Crvena zvezda Esports,Mental Over Tempo,28.88,1,28,8,49,1.0,0.0,1.0,36,4.0,1.0,10.0,2.0
ROL,2025-05-08,Blue,team,mCon esports,Senshi eSports,21.28,1,26,8,39,1.0,1.0,1.0,34,2.0,0.0,13.0,3.0
ROL,2025-05-08,Red,team,Senshi eSports,mCon esports,21.28,0,8,26,15,0.0,0.0,0.0,34,2.0,0.0,13.0,3.0
LFL,2025-05-08,Blue,team,Solary,Vitality.Bee,29.47,1,16,14,50,0.0,0.0,1.0,30,4.0,1.0,12.0,1.0
LFL,2025-05-08,Red,team,Vitality.Bee,Solary,29.47,0,14,16,40,1.0,1.0,0.0,30,4.0,1.0,12.0,1.0
EBL,2025-05-08,Blue,team,SPIKE Syndicate,Magaza Esports,30.65,1,15,17,36,1.0,1.0,1.0,32,4.0,1.0,10.0,1.0
EBL,2025-05-08,Red,team,Magaza Esports,SPIKE Syndicate,30.65,0,17,15,36,0.0,0.0,0.0,32,4.0,1.0,10.0,1.0
LVP SL,2025-05-08,Blue,team,Barça eSports,Movistar KOI Fénix,31.98,0,8,20,21,0.0,0.0,1.0,28,5.0,1.0,11.0,2.0
LVP SL,2025-05-08,Red,team,Movistar KOI Fénix,Barça eSports,31.98,1,20,8,45,1.0,1.0,0.0,28,5.0,1.0,11.0,2.0
LFL,2025-05-08,Blue,team,Vitality.Bee,Solary,31.5,1,6,4,21,0.0,0.0,1.0,10,5.0,0.0,8.0,1.0
LFL,2025-05-08,Red,team,Solary,Vitality.Bee,31.5,0,4,6,11,1.0,1.0,0.0,10,5.0,0.0,8.0,1.0
EBL,2025-05-08,Blue,team,SPIKE Syndicate,Magaza Esports,42.97,0,26,19,60,1.0,0.0,0.0,45,7.0,3.0,15.0,1.0
EBL,2025-05-08,Red,team,Magaza Esports,SPIKE Syndicate,42.97,1,19,26,39,0.0,1.0,1.0,45,7.0,3.0,15.0,1.0
LVP SL,2025-05-08,Blue,team,Barça eSports,Movistar KOI Fénix,35.75,1,17,5,55,1.0,1.0,1.0,22,5.0,1.0,12.0,1.0
LVP SL,2025-05-08,Red,team,Movistar KOI Fénix,Barça eSports,35.75,0,5,17,16,0.0,0.0,0.0,22,5.0,1.0,12.0,1.0
AL,2025-05-08,Blue,team,BAAM Esports,Nigma Galaxy,44.22,1,24,28,42,1.0,0.0,1.0,52,6.0,2.0,16.0,6.0
AL,2025-05-08,Red,team,Nigma Galaxy,BAAM Esports,44.22,0,28,25,55,0.0,1.0,0.0,53,6.0,2.0,16.0,6.0
NACL,2025-05-08,Blue,team,Apex Mission Impossible,Blue Otter,34.08,0,6,22,10,0.0,0.0,1.0,28,5.0,2.0,12.0,2.0
NACL,2025-05-08,Red,team,Blue Otter,Apex Mission Impossible,34.08,1,22,6,48,1.0,1.0,0.0,28,5.0,2.0,12.0,2.0
EBL,2025-05-08,Blue,team,SPIKE Syndicate,Magaza Esports,28.33,1,25,6,64,0.0,0.0,1.0,31,4.0,1.0,16.0,2.0
EBL,2025-05-08,Red,team,Magaza Esports,SPIKE Syndicate,28.33,0,6,25,9,1.0,1.0,0.0,31,4.0,1.0,16.0,2.0
AL,2025-05-08,Blue,team,BAAM Esports,Nigma Galaxy,30.22,0,15,31,21,1.0,1.0,1.0,46,4.0,0.0,11.0,2.0
AL,2025-05-08,Red,team,Nigma Galaxy,BAAM Esports,30.22,1,31,15,59,0.0,0.0,0.0,46,4.0,0.0,11.0,2.0
NACL,2025-05-08,Blue,team,Blue Otter,Apex Mission Impossible,26.68,1,18,5,39,1.0,1.0,1.0,23,4.0,1.0,9.0,1.0
NACL,2025-05-08,Red,team,Apex Mission Impossible,Blue Otter,26.68,0,5,18,7,0.0,0.0,0.0,23,4.0,1.0,9.0,1.0
NACL,2025-05-08,Blue,team,Conviction,CCG Esports,28.12,1,24,8,69,0.0,0.0,1.0,32,4.0,1.0,12.0,2.0
NACL,2025-05-08,Red,team,CCG Esports,Conviction,28.12,0,8,24,12,1.0,1.0,0.0,32,4.0,1.0,12.0,2.0
AL,2025-05-08,Blue,team,Nigma Galaxy,BAAM Esports,33.55,0,17,25,23,0.0,0.0,1.0,42,5.0,1.0,15.0,1.0
AL,2025-05-08,Red,team,BAAM Esports,Nigma Galaxy,33.55,1,25,18,61,1.0,1.0,0.0,43,5.0,1.0,15.0,1.0
NACL,2025-05-08,Blue,team,Conviction,CCG Esports,47.62,0,13,24,29,1.0,0.0,1.0,37,6.0,3.0,14.0,3.0
NACL,2025-05-08,Red,team,CCG Esports,Conviction,47.62,1,24,13,61,0.0,1.0,0.0,37,6.0,3.0,14.0,3.0
NACL,2025-05-09,Blue,team,Conviction,CCG Esports,30.6,1,16,12,44,1.0,1.0,1.0,28,3.0,0.0,11.0,1.0
NACL,2025-05-09,Red,team,CCG Esports,Conviction,30.6,0,12,16,24,0.0,0.0,0.0,28,3.0,0.0,11.0,1.0
LCKC,2025-05-09,Blue,team,Nongshim Esports Academy,KT Rolster Challengers,32.85,1,19,7,43,0.0,0.0,1.0,26,5.0,1.0,12.0,3.0
LCKC,2025-05-09,Red,team,KT Rolster Challengers,Nongshim Esports Academy,32.85,0,7,19,16,1.0,1.0,0.0,26,5.0,1.0,12.0,3.0
LCKC,2025-05-09,Blue,team,Gen.G Global Academy,Dplus KIA Challengers,36.33,1,21,11,62,1.0,1.0,1.0,32,6.0,1.0,11.0,1.0
LCKC,2025-05-09,Red,team,Dplus KIA Challengers,Gen.G Global Academy,36.33,0,11,21,27,0.0,0.0,0.0,32,6.0,1.0,11.0,1.0
LCKC,2025-05-09,Blue,team,Dplus KIA Challengers,Gen.G Global Academy,34.0,0,7,20,17,0.0,0.0,0.0,27,5.0,1.0,12.0,2.0
LCKC,2025-05-09,Red,team,Gen.G Global Academy,Dplus KIA Challengers,34.0,1,20,7,59,1.0,1.0,1.0,27,5.0,1.0,12.0,2.0
LCKC,2025-05-09,Blue,team,KT Rolster Challengers,Nongshim Esports Academy,28.75,1,25,19,59,1.0,1.0,1.0,44,4.0,1.0,11.0,2.0
LCKC,2025-05-09,Red,team,Nongshim Esports Academy,KT Rolster Challengers,28.75,0,18,25,48,0.0,0.0,0.0,43,4.0,1.0,11.0,2.0
LCKC,2025-05-09,Blue,team,Nongshim Esports Academy,KT Rolster Challengers,33.6,0,4,21,12,0.0,0.0,0.0,25,4.0,2.0,16.0,4.0
LCKC,2025-05-09,Red,team,KT Rolster Challengers,Nongshim Esports Academy,33.6,1,21,4,37,1.0,1.0,1.0,25,4.0,2.0,16.0,4.0
VCS,2025-05-09,Blue,team,Venus Gaming,HUTECH CHICKEN,32.52,1,30,27,64,0.0,1.0,1.0,57,5.0,1.0,17.0,3.0
VCS,2025-05-09,Red,team,HUTECH CHICKEN,Venus Gaming,32.52,0,27,31,56,1.0,0.0,0.0,58,5.0,1.0,17.0,3.0
LCK,2025-05-09,Blue,team,DN Freecs,KT Rolster,26.48,0,2,22,7,0.0,0.0,0.0,24,4.0,1.0,9.0,1.0
LCK,2025-05-09,Red,team,KT Rolster,DN Freecs,26.48,1,22,2,56,1.0,1.0,1.0,24,4.0,1.0,9.0,1.0
VCS,2025-05-09,Blue,team,Never Give Up,HST,28.5,1,23,19,47,0.0,1.0,1.0,42,4.0,1.0,12.0,1.0
VCS,2025-05-09,Red,team,HST,Never Give Up,28.5,0,19,23,37,1.0,0.0,0.0,42,4.0,1.0,12.0,1.0
LCK,2025-05-09,Blue,team,DN Freecs,KT Rolster,23.78,0,5,14,12,0.0,0.0,0.0,19,4.0,0.0,9.0,1.0
LCK,2025-05-09,Red,team,KT Rolster,DN Freecs,23.78,1,14,5,34,1.0,1.0,1.0,19,4.0,0.0,9.0,1.0
VCS,2025-05-09,Blue,team,HUTECH CHICKEN,Venus Gaming,28.13,0,18,20,24,1.0,1.0,1.0,38,4.0,1.0,13.0,1.0
VCS,2025-05-09,Red,team,Venus Gaming,HUTECH CHICKEN,28.13,1,20,18,33,0.0,0.0,0.0,38,4.0,1.0,13.0,1.0
VCS,2025-05-09,Blue,team,HST,Never Give Up,31.47,0,18,17,52,0.0,0.0,0.0,35,5.0,1.0,11.0,1.0
VCS,2025-05-09,Red,team,Never Give Up,HST,31.47,1,17,18,21,1.0,1.0,1.0,35,5.0,1.0,11.0,1.0
LPL,2025-05-09,Blue,team,FunPlus Phoenix,Anyone's Legend,44.3,1,24,10,57,1.0,0.0,0.0,34,6.0,3.0,12.0,2.0
LPL,2025-05-09,Red,team,Anyone's Legend,FunPlus Phoenix,44.3,0,10,24,23,0.0,1.0,1.0,34,6.0,3.0,12.0,2.0
VCS,2025-05-09,Blue,team,Mila Gaming,GenZ Gaming (2025 Vietnamese Team),30.47,0,12,21,20,1.0,1.0,0.0,33,4.0,1.0,12.0,1.0
VCS,2025-05-09,Red,team,GenZ Gaming (2025 Vietnamese Team),Mila Gaming,30.47,1,21,12,45,0.0,0.0,1.0,33,4.0,1.0,12.0,1.0
LCK,2025-05-09,Blue,team,OKSavingsBank BRION,Hanwha Life Esports,30.68,0,10,21,23,1.0,0.0,1.0,31,4.0,1.0,11.0,1.0
LCK,2025-05-09,Red,team,Hanwha Life Esports,OKSavingsBank BRION,30.68,1,21,10,44,0.0,1.0,0.0,31,4.0,1.0,11.0,1.0
VCS,2025-05-09,Blue,team,evil genius (RTV Team),Apex Predator,33.7,0,11,21,32,1.0,1.0,0.0,32,5.0,1.0,12.0,1.0
VCS,2025-05-09,Red,team,Apex Predator,evil genius (RTV Team),33.7,1,21,11,49,0.0,0.0,1.0,32,5.0,1.0,12.0,1.0
LPL,2025-05-09,Blue,team,Anyone's Legend,FunPlus Phoenix,27.02,1,25,4,68,1.0,1.0,1.0,29,4.0,1.0,10.0,1.0
LPL,2025-05-09,Red,team,FunPlus Phoenix,Anyone's Legend,27.02,0,4,25,7,0.0,0.0,0.0,29,4.0,1.0,10.0,1.0
VCS,2025-05-09,Blue,team,Mila Gaming,GenZ Gaming (2025 Vietnamese Team),27.98,1,37,12,88,1.0,1.0,1.0,49,4.0,1.0,12.0,2.0
VCS,2025-05-09,Red,team,GenZ Gaming (2025 Vietnamese Team),Mila Gaming,27.98,0,12,37,22,0.0,0.0,0.0,49,4.0,1.0,12.0,2.0
LCK,2025-05-09,Blue,team,OKSavingsBank BRION,Hanwha Life Esports,29.68,0,9,17,15,0.0,1.0,1.0,26,5.0,0.0,12.0,1.0
LCK,2025-05-09,Red,team,Hanwha Life Esports,OKSavingsBank BRION,29.68,1,17,9,44,1.0,0.0,0.0,26,5.0,0.0,12.0,1.0
VCS,2025-05-09,Blue,team,evil genius (RTV Team),Apex Predator,28.57,0,16,30,27,0.0,1.0,0.0,46,4.0,1.0,12.0,1.0
VCS,2025-05-09,Red,team,Apex Predator,evil genius (RTV Team),28.57,1,29,17,79,1.0,0.0,1.0,46,4.0,1.0,12.0,1.0
LPL,2025-05-09,Blue,team,FunPlus Phoenix,Anyone's Legend,44.83,1,25,19,74,1.0,1.0,0.0,44,6.0,2.0,13.0,3.0
LPL,2025-05-09,Red,team,Anyone's Legend,FunPlus Phoenix,44.83,0,19,25,46,0.0,0.0,1.0,44,6.0,2.0,13.0,3.0
VCS,2025-05-09,Blue,team,GenZ Gaming (2025 Vietnamese Team),Mila Gaming,27.87,1,17,6,34,0.0,1.0,1.0,23,4.0,1.0,11.0,2.0
VCS,2025-05-09,Red,team,Mila Gaming,GenZ Gaming (2025 Vietnamese Team),27.87,0,6,17,9,1.0,0.0,0.0,23,4.0,1.0,11.0,2.0
VCS,2025-05-09,Blue,team,Apex Predator,evil genius (RTV Team),30.7,1,26,19,74,1.0,0.0,0.0,45,5.0,0.0,10.0,1.0
VCS,2025-05-09,Red,team,evil genius (RTV Team),Apex Predator,30.7,0,19,26,45,0.0,1.0,1.0,45,5.0,0.0,10.0,1.0
VCS,2025-05-09,Blue,team,Mila Gaming,GenZ Gaming (2025 Vietnamese Team),26.1,1,29,7,62,0.0,1.0,1.0,36,4.0,0.0,9.0,1.0
VCS,2025-05-09,Red,team,GenZ Gaming (2025 Vietnamese Team),Mila Gaming,26.1,0,7,29,10,1.0,0.0,0.0,36,4.0,0.0,9.0,1.0
LPL,2025-05-09,Blue,team,Invictus Gaming,Team WE,25.17,0,2,21,4,0.0,1.0,0.0,23,4.0,0.0,7.0,1.0
LPL,2025-05-09,Red,team,Team WE,Invictus Gaming,25.17,1,21,2,68,1.0,0.0,1.0,23,4.0,0.0,7.0,1.0
VCS,2025-05-09,Blue,team,GenZ Gaming (2025 Vietnamese Team),Mila Gaming,33.92,0,22,26,54,1.0,0.0,0.0,48,5.0,1.0,14.0,1.0
VCS,2025-05-09,Red,team,Mila Gaming,GenZ Gaming (2025 Vietnamese Team),33.92,1,26,23,62,0.0,1.0,1.0,49,5.0,1.0,14.0,1.0
LPL,2025-05-09,Blue,team,Invictus Gaming,Team WE,31.6,1,16,6,45,0.0,1.0,0.0,22,5.0,1.0,13.0,2.0
LPL,2025-05-09,Red,team,Team WE,Invictus Gaming,31.6,0,6,16,13,1.0,0.0,1.0,22,5.0,1.0,13.0,2.0
HM,2025-05-09,Blue,team,Team UNiTY,BRUTE,40.45,1,25,16,62,0.0,0.0,1.0,41,5.0,3.0,14.0,1.0
HM,2025-05-09,Red,team,BRUTE,Team UNiTY,40.45,0,16,25,33,1.0,1.0,0.0,41,5.0,3.0,14.0,1.0
TCL,2025-05-09,Blue,team,BoostGate Esports,Misa Esports,28.68,0,14,25,40,0.0,1.0,1.0,39,4.0,1.0,13.0,1.0
TCL,2025-05-09,Red,team,Misa Esports,BoostGate Esports,28.68,1,25,14,57,1.0,0.0,0.0,39,4.0,1.0,13.0,1.0
LPL,2025-05-09,Blue,team,Team WE,Invictus Gaming,40.1,0,13,19,33,1.0,1.0,1.0,32,5.0,2.0,13.0,2.0
LPL,2025-05-09,Red,team,Invictus Gaming,Team WE,40.1,1,19,13,55,0.0,0.0,0.0,32,5.0,2.0,13.0,2.0
HM,2025-05-09,Blue,team,BRUTE,Team UNiTY,27.97,0,8,27,27,0.0,0.0,0.0,35,3.0,1.0,13.0,4.0
HM,2025-05-09,Red,team,Team UNiTY,BRUTE,27.97,1,27,8,60,1.0,1.0,1.0,35,3.0,1.0,13.0,4.0
TCL,2025-05-09,Blue,team,BBL Dark Passage,ULF Esports,39.12,1,25,19,61,1.0,1.0,0.0,44,5.0,2.0,13.0,1.0
TCL,2025-05-09,Red,team,ULF Esports,BBL Dark Passage,39.12,0,19,25,36,0.0,0.0,1.0,44,5.0,2.0,13.0,1.0
PRMP,2025-05-09,Blue,team,TeamOrangeGaming Academy,Austrian Force willhaben,22.45,0,9,21,17,0.0,0.0,0.0,30,3.0,0.0,10.0,1.0
PRMP,2025-05-09,Red,team,Austrian Force willhaben,TeamOrangeGaming Academy,22.45,1,21,9,45,1.0,1.0,1.0,30,3.0,0.0,10.0,1.0
LFL,2025-05-09,Blue,team,BK ROG Esports,Galions,37.58,0,25,31,56,1.0,0.0,1.0,56,5.0,1.0,12.0,1.0
LFL,2025-05-09,Red,team,Galions,BK ROG Esports,37.58,1,31,25,78,0.0,1.0,0.0,56,5.0,1.0,12.0,1.0
PRMP,2025-05-09,Blue,team,ROSSMANN Centaurs,DKB XPERION NXT,30.63,1,22,18,44,0.0,1.0,1.0,40,4.0,1.0,11.0,1.0
PRMP,2025-05-09,Red,team,DKB XPERION NXT,ROSSMANN Centaurs,30.63,0,18,23,27,1.0,0.0,0.0,41,4.0,1.0,11.0,1.0
HM,2025-05-09,Blue,team,Nightbirds,Tan'i eSports CZ,26.67,1,26,7,55,1.0,0.0,1.0,33,3.0,0.0,12.0,1.0
HM,2025-05-09,Red,team,Tan'i eSports CZ,Nightbirds,26.67,0,7,26,14,0.0,1.0,0.0,33,3.0,0.0,12.0,1.0
AL,2025-05-09,Blue,team,GnG Amazigh,Nigma Galaxy,26.5,1,27,20,60,0.0,1.0,0.0,47,3.0,0.0,12.0,1.0
AL,2025-05-09,Red,team,Nigma Galaxy,GnG Amazigh,26.5,0,20,27,37,1.0,0.0,1.0,47,3.0,0.0,12.0,1.0
AL,2025-05-09,Blue,team,Geekay Esports,Fog Esports,21.47,1,20,3,36,1.0,0.0,1.0,23,3.0,0.0,9.0,1.0
AL,2025-05-09,Red,team,Fog Esports,Geekay Esports,21.47,0,3,20,6,0.0,1.0,0.0,23,3.0,0.0,9.0,1.0
AL,2025-05-09,Blue,team,Fox Gaming,Anubis Gaming,47.55,1,21,22,65,0.0,1.0,1.0,43,7.0,3.0,16.0,2.0
AL,2025-05-09,Red,team,Anubis Gaming,Fox Gaming,47.55,0,22,21,67,1.0,0.0,0.0,43,7.0,3.0,16.0,2.0
PRMP,2025-05-09,Blue,team,Austrian Force willhaben,TeamOrangeGaming Academy,39.82,0,15,17,31,1.0,0.0,1.0,32,5.0,1.0,15.0,1.0
PRMP,2025-05-09,Red,team,TeamOrangeGaming Academy,Austrian Force willhaben,39.82,1,17,15,33,0.0,1.0,0.0,32,5.0,1.0,15.0,1.0
TCL,2025-05-09,Blue,team,Beşiktaş Esports,Papara SuperMassive,27.32,0,6,19,16,1.0,0.0,0.0,25,3.0,1.0,10.0,1.0
TCL,2025-05-09,Red,team,Papara SuperMassive,Beşiktaş Esports,27.32,1,19,6,42,0.0,1.0,1.0,25,3.0,1.0,10.0,1.0
AL,2025-05-09,Blue,team,Fog Esports,Geekay Esports,34.0,0,12,25,24,1.0,1.0,0.0,37,5.0,2.0,13.0,2.0
AL,2025-05-09,Red,team,Geekay Esports,Fog Esports,34.0,1,25,12,49,0.0,0.0,1.0,37,5.0,2.0,13.0,2.0
LFL,2025-05-09,Blue,team,BK ROG Esports,Galions,29.25,0,3,17,5,0.0,0.0,0.0,20,4.0,1.0,13.0,2.0
LFL,2025-05-09,Red,team,Galions,BK ROG Esports,29.25,1,17,3,38,1.0,1.0,1.0,20,4.0,1.0,13.0,2.0
HM,2025-05-09,Blue,team,Tan'i eSports CZ,Nightbirds,21.38,0,8,24,14,0.0,0.0,0.0,32,3.0,0.0,8.0,1.0
HM,2025-05-09,Red,team,Nightbirds,Tan'i eSports CZ,21.38,1,24,8,37,1.0,1.0,1.0,32,3.0,0.0,8.0,1.0
PRMP,2025-05-09,Blue,team,ROSSMANN Centaurs,DKB XPERION NXT,37.37,0,25,38,57,0.0,1.0,1.0,63,5.0,2.0,16.0,2.0
PRMP,2025-05-09,Red,team,DKB XPERION NXT,ROSSMANN Centaurs,37.37,1,35,26,61,1.0,0.0,0.0,61,5.0,2.0,16.0,2.0
AL,2025-05-09,Blue,team,GnG Amazigh,Nigma Galaxy,27.5,1,22,18,46,0.0,0.0,1.0,40,3.0,1.0,10.0,1.0
AL,2025-05-09,Red,team,Nigma Galaxy,GnG Amazigh,27.5,0,18,22,41,1.0,1.0,0.0,40,3.0,1.0,10.0,1.0
AL,2025-05-09,Blue,team,Anubis Gaming,Fox Gaming,30.13,1,19,15,51,1.0,0.0,1.0,34,4.0,0.0,10.0,1.0
AL,2025-05-09,Red,team,Fox Gaming,Anubis Gaming,30.13,0,15,19,42,0.0,1.0,0.0,34,4.0,0.0,10.0,1.0
PRMP,2025-05-09,Blue,team,Austrian Force willhaben,TeamOrangeGaming Academy,30.85,0,10,30,24,0.0,0.0,1.0,40,4.0,1.0,13.0,1.0
PRMP,2025-05-09,Red,team,TeamOrangeGaming Academy,Austrian Force willhaben,30.85,1,30,10,64,1.0,1.0,0.0,40,4.0,1.0,13.0,1.0
TCL,2025-05-09,Blue,team,Eternal Fire,Bushido Wildcats,35.12,0,12,25,29,0.0,0.0,1.0,37,4.0,2.0,12.0,1.0
TCL,2025-05-09,Red,team,Bushido Wildcats,Eternal Fire,35.12,1,25,12,53,1.0,1.0,0.0,37,4.0,2.0,12.0,1.0
LFL,2025-05-09,Blue,team,Ici Japon Corp. Esport,Vitality.Bee,36.0,1,20,7,56,0.0,1.0,0.0,27,6.0,1.0,14.0,3.0
LFL,2025-05-09,Red,team,Vitality.Bee,Ici Japon Corp. Esport,36.0,0,7,20,9,1.0,0.0,1.0,27,6.0,1.0,14.0,3.0
PRMP,2025-05-09,Blue,team,DKB XPERION NXT,ROSSMANN Centaurs,31.0,0,14,28,14,0.0,0.0,0.0,42,5.0,1.0,14.0,2.0
PRMP,2025-05-09,Red,team,ROSSMANN Centaurs,DKB XPERION NXT,31.0,1,28,14,44,1.0,1.0,1.0,42,5.0,1.0,14.0,2.0
LPLOL,2025-05-09,Blue,team,GTZ Esports,For The Win Esports,29.65,0,10,36,15,0.0,0.0,0.0,46,3.0,1.0,12.0,1.0
LPLOL,2025-05-09,Red,team,For The Win Esports,GTZ Esports,29.65,1,36,10,81,1.0,1.0,1.0,46,3.0,1.0,12.0,1.0
AL,2025-05-09,Blue,team,One More Esports,BAAM Esports,31.03,1,25,8,60,1.0,0.0,0.0,33,5.0,1.0,9.0,1.0
AL,2025-05-09,Red,team,BAAM Esports,One More Esports,31.03,0,8,25,16,0.0,1.0,1.0,33,5.0,1.0,9.0,1.0
AL,2025-05-09,Blue,team,Fox Gaming,Anubis Gaming,33.77,0,6,17,13,1.0,0.0,1.0,23,5.0,1.0,13.0,2.0
AL,2025-05-09,Red,team,Anubis Gaming,Fox Gaming,33.77,1,17,6,49,0.0,1.0,0.0,23,5.0,1.0,13.0,2.0
PRMP,2025-05-09,Blue,team,TeamOrangeGaming,htp eSport Akademie Hannover,27.38,1,37,10,65,0.0,0.0,1.0,47,3.0,0.0,12.0,2.0
PRMP,2025-05-09,Red,team,htp eSport Akademie Hannover,TeamOrangeGaming,27.38,0,10,37,20,1.0,1.0,0.0,47,3.0,0.0,12.0,2.0
LFL,2025-05-09,Blue,team,Vitality.Bee,Ici Japon Corp. Esport,30.05,0,7,23,19,0.0,0.0,0.0,30,4.0,1.0,12.0,3.0
LFL,2025-05-09,Red,team,Ici Japon Corp. Esport,Vitality.Bee,30.05,1,23,7,63,1.0,1.0,1.0,30,4.0,1.0,12.0,3.0
LPLOL,2025-05-09,Blue,team,FlameHard,Hurricane of Feathers,33.07,1,21,25,33,0.0,0.0,1.0,46,5.0,1.0,14.0,2.0
LPLOL,2025-05-09,Red,team,Hurricane of Feathers,FlameHard,33.07,0,25,21,44,1.0,1.0,0.0,46,5.0,1.0,14.0,2.0
AL,2025-05-09,Blue,team,One More Esports,BAAM Esports,48.92,1,27,15,49,1.0,0.0,1.0,42,8.0,3.0,15.0,5.0
AL,2025-05-09,Red,team,BAAM Esports,One More Esports,48.92,0,15,27,25,0.0,1.0,0.0,42,8.0,3.0,15.0,5.0
PRMP,2025-05-09,Blue,team,TeamOrangeGaming,htp eSport Akademie Hannover,22.4,1,35,13,52,1.0,0.0,1.0,48,3.0,0.0,12.0,2.0
PRMP,2025-05-09,Red,team,htp eSport Akademie Hannover,TeamOrangeGaming,22.4,0,13,35,21,0.0,1.0,0.0,48,3.0,0.0,12.0,2.0
LPLOL,2025-05-09,Blue,team,Keypulse Esports,Odivelas Sports Club,29.13,1,39,18,80,1.0,1.0,0.0,57,4.0,1.0,14.0,3.0
LPLOL,2025-05-09,Red,team,Odivelas Sports Club,Keypulse Esports,29.13,0,18,39,20,0.0,0.0,1.0,57,4.0,1.0,14.0,3.0
LPLOL,2025-05-09,Blue,team,Nice Try,ZeroZone Gaming,30.25,1,32,7,75,1.0,1.0,1.0,39,4.0,1.0,13.0,1.0
LPLOL,2025-05-09,Red,team,ZeroZone Gaming,Nice Try,30.25,0,7,32,15,0.0,0.0,0.0,39,4.0,1.0,13.0,1.0
NACL,2025-05-09,Blue,team,Winthrop University,DarkZero Dragonsteel,32.18,0,13,30,32,1.0,0.0,1.0,43,5.0,1.0,14.0,1.0
NACL,2025-05-09,Red,team,DarkZero Dragonsteel,Winthrop University,32.18,1,30,13,77,0.0,1.0,0.0,43,5.0,1.0,14.0,1.0
NACL,2025-05-09,Blue,team,Winthrop University,DarkZero Dragonsteel,37.93,1,19,9,44,1.0,0.0,1.0,28,6.0,2.0,12.0,2.0
NACL,2025-05-09,Red,team,DarkZero Dragonsteel,Winthrop University,37.93,0,9,19,15,0.0,1.0,0.0,28,6.0,2.0,12.0,2.0
NACL,2025-05-09,Blue,team,DarkZero Dragonsteel,Winthrop University,35.38,1,21,18,49,0.0,0.0,1.0,39,5.0,1.0,9.0,1.0
NACL,2025-05-09,Red,team,Winthrop University,DarkZero Dragonsteel,35.38,0,18,21,42,1.0,1.0,0.0,39,5.0,1.0,9.0,1.0
NACL,2025-05-09,Blue,team,Near Airport,Pulse Star,34.65,1,28,20,56,0.0,1.0,1.0,48,5.0,1.0,16.0,4.0
NACL,2025-05-09,Red,team,Pulse Star,Near Airport,34.65,0,20,28,43,1.0,0.0,0.0,48,5.0,1.0,16.0,4.0
NACL,2025-05-10,Blue,team,Pulse Star,Near Airport,26.3,0,6,24,9,1.0,0.0,0.0,30,4.0,1.0,13.0,3.0
NACL,2025-05-10,Red,team,Near Airport,Pulse Star,26.3,1,24,6,42,0.0,1.0,1.0,30,4.0,1.0,13.0,3.0
